date,time,accel_x,accel_y,accel_z
2025-03-05,00:00:00,1.0912521253812908,1.1370922225812834,0.8692436797138222
2025-03-05,00:00:01,1.1458323628163938,1.1802757610534436,1.0652140584481122
2025-03-05,00:00:02,1.1014833740122028,1.2363217492110494,0.9209226680291683
2025-03-05,00:00:03,0.9710673566465046,0.9499753754393142,1.1692985587762221
2025-03-05,00:00:04,0.9511782154862862,1.1895200830401875,1.0777343131951382
2025-03-05,00:00:05,0.9149717991775296,1.0834267621860334,1.2266789982918977
2025-03-05,00:00:06,1.130396866004416,0.9429266512986253,0.99903410607174
2025-03-05,00:00:07,1.0569415270280205,1.2614346819995703,0.9506391665670848
2025-03-05,00:00:08,0.979962114064256,1.087093544114997,1.1860069954609689
2025-03-05,00:00:09,1.1065313013428824,1.0982979585554062,1.1007957017302783
2025-03-05,00:00:10,0.9853720324413413,1.027690263069924,1.1118171754990955
2025-03-05,00:00:11,0.9064406580654426,1.0381483175203705,1.208902125084258
2025-03-05,00:00:12,0.9456167216917744,0.9613161541064424,1.1016408197850107
2025-03-05,00:00:13,1.1129022813577336,1.0194548225768147,0.9294205484055855
2025-03-05,00:00:14,1.1406448609256876,1.0018148645332043,1.2301227993257855
2025-03-05,00:00:15,0.9880687759875197,1.015244058958751,1.1663148217965609
2025-03-05,00:00:16,0.8445393221540738,1.0927489433301758,1.0900941284323924
2025-03-05,00:00:17,1.2311793992830569,1.10134039225589,0.8153350289268766
2025-03-05,00:00:18,1.0896470483855842,0.9724534912322539,1.1304024279580842
2025-03-05,00:00:19,0.9352627554603992,1.0168470678944832,1.1027923233404053
2025-03-05,00:00:20,0.9632144674653762,1.0505029871632816,1.1277552237681823
2025-03-05,00:00:21,1.0241223619581283,0.9064204113942519,1.2112962734003234
2025-03-05,00:00:22,1.212328059695546,1.113681649145797,1.1371460322325406
2025-03-05,00:00:23,0.8957508577344512,1.1462243089148552,1.121266790548641
2025-03-05,00:00:24,0.9537056479470368,0.9470580417227586,1.1927582464128956
2025-03-05,00:00:25,0.9884667883622217,0.8540607413346015,0.9168035878205251
2025-03-05,00:00:26,1.076270230151438,0.9274820824296193,1.235494410077349
2025-03-05,00:00:27,0.9751141728112429,1.1214655095617663,1.058001360271586
2025-03-05,00:00:28,1.013231830931124,1.1039177874295467,0.9810416943825954
2025-03-05,00:00:29,0.9915567153613143,1.03224376232893,1.0474729981047046
2025-03-05,00:00:30,0.7932213369827033,0.932189306599176,1.1784716531183135
2025-03-05,00:00:31,0.9512579261438753,0.9669438253960918,1.0881277605384958
2025-03-05,00:00:32,1.1117612382285882,1.1662087325956827,1.1173184520823656
2025-03-05,00:00:33,0.9443949691018833,1.049293316754493,0.995538583788998
2025-03-05,00:00:34,1.1734506064952777,1.0558979259337458,1.0443966346022144
2025-03-05,00:00:35,0.8388283655613762,1.1999936525748989,1.1529224604155657
2025-03-05,00:00:36,0.9217041061578607,1.1398958259343956,1.05636027245973
2025-03-05,00:00:37,0.8880022090522695,0.9655708895005628,0.9016081640511096
2025-03-05,00:00:38,1.2053875101240807,1.1706437511396903,1.0256344463412734
2025-03-05,00:00:39,1.1114416471871529,1.1804255480115229,0.8288208493297592
2025-03-05,00:00:40,1.0245618333955722,0.9865967418141003,1.0508029725673165
2025-03-05,00:00:41,1.0659536623461152,1.1668164987691225,0.8300360518812313
